Genotype,Nitrogen_Level,Replicate,Yield
CV1,100,163,5.80
CV1,100,164,6.36
CV1,100,165,6.34
CV1,100,166,6.77
CV1,100,167,6.00
CV1,100,168,6.32
CV1,100,169,6.11
CV1,100,170,6.56
CV1,100,171,5.82
CV1,100,172,6.36
CV1,100,173,6.00
CV1,100,174,6.06
CV1,100,175,6.11
CV1,100,176,6.17
CV1,100,177,6.04
CV1,100,178,6.15
CV1,100,179,6.68
CV1,100,180,6.45
CV1,100,181,6.40
CV1,100,182,5.91
CV1,100,183,5.74
CV1,100,184,6.43
CV1,100,185,6.41
CV1,100,186,6.62
CV1,100,187,5.85
CV1,100,188,5.98
CV1,100,189,5.46
CV1,100,190,5.93
CV1,100,191,6.45
CV1,100,192,5.91
CV1,100,193,6.32
CV1,100,194,6.00
CV1,100,195,6.19
CV1,100,196,5.65
CV1,100,197,6.11
CV1,100,198,4.96
CV1,100,199,6.00
CV1,100,200,5.46
CV1,100,201,6.53
CV1,100,202,6.38
CV1,100,203,6.25
CV1,100,204,6.64
CV1,100,205,5.72
CV1,100,206,6.73
CV1,100,207,6.43
CV1,100,208,5.98
CV1,100,209,6.51
CV1,100,210,5.67
CV1,100,211,5.78
CV1,100,212,5.85
CV1,100,213,5.87
CV1,100,214,5.68
CV1,100,215,6.53
CV1,100,216,5.98
CV1,100,217,6.21
CV1,100,218,5.87
CV1,100,219,5.40
CV1,100,220,6.17
CV1,100,221,5.37
CV1,100,222,6.06
CV1,100,223,5.57
CV1,100,224,6.83
CV1,100,225,6.41
CV1,100,226,6.11
CV1,100,227,6.55
CV1,100,228,5.76
CV1,100,229,6.28
CV1,100,230,6.15
CV1,100,231,6.17
CV1,100,232,6.55
CV1,100,233,6.36
CV1,100,234,6.19
CV1,100,235,5.46
CV1,100,236,5.72
CV1,100,237,6.04
CV1,100,238,6.11
CV1,100,239,5.65
CV1,100,240,6.98
CV1,100,241,6.64
CV1,100,242,6.30
CV1,100,243,6.10
CV1,100,244,6.00
CV1,100,245,5.72
CV1,100,246,6.11
CV1,100,247,6.17
CV1,100,248,5.61
CV1,100,249,6.21
CV1,100,250,6.02
CV1,100,251,5.37
CV1,100,252,5.76
CV1,100,253,5.93
CV1,100,254,6.79
CV1,100,255,6.28
CV1,100,256,5.57
CV1,100,257,6.26
CV1,100,258,5.50
CV1,100,259,6.49
CV1,100,260,5.91
CV1,100,261,6.04
CV1,100,262,6.58
CV1,100,263,5.59
CV1,100,264,5.55
CV1,100,265,5.85
CV1,100,266,6.47
CV1,100,267,5.52
CV1,100,268,5.01
CV1,100,269,5.91
CV1,100,270,6.28
CV1,100,271,6.53
CV1,100,272,5.91
CV1,100,273,5.93
CV1,100,274,6.51
CV1,100,275,5.39
CV1,100,276,5.93
CV1,100,277,6.15
CV1,100,278,6.25
CV1,100,279,5.89
CV1,100,280,6.10
CV1,100,281,5.14
CV1,100,282,5.83
CV1,100,283,6.25
CV1,100,284,5.70
CV1,100,285,6.10
CV1,100,286,6.25
CV1,100,287,5.95
CV1,100,288,6.13
CV1,100,289,5.72
CV1,100,290,6.00
CV1,100,291,6.30
CV1,100,292,6.13
CV1,100,293,5.85
CV1,100,294,6.15
CV1,100,295,6.34
CV1,100,296,5.31
CV1,100,297,6.51
CV1,100,298,5.95
CV1,100,299,6.25
CV1,100,300,6.53
CV1,100,301,5.57
CV1,100,302,5.82
CV1,100,303,5.97
CV1,100,304,5.78
CV1,100,305,6.73
CV1,100,306,5.76
CV1,100,307,5.87
CV1,100,308,6.15
CV1,100,309,5.63
CV1,100,310,5.93
CV1,100,311,6.19
CV1,100,312,5.95
CV1,100,313,6.04
CV1,100,314,5.87
CV1,100,315,5.52
CV1,100,316,6.19
CV1,100,317,6.73
CV1,100,318,6.08
CV1,100,319,6.17
CV1,100,320,6.34
CV1,100,321,5.61
CV1,100,322,6.71
CV1,100,323,6.15
CV1,100,324,6.69
CV1,100,325,5.80
CV1,100,326,6.75
CV1,100,327,6.38
CV1,100,328,6.28
CV1,100,329,6.17
CV1,100,330,5.98
CV1,100,331,6.53
CV1,100,332,6.13
CV1,100,333,5.35
CV1,100,334,5.67
CV1,100,335,6.00
CV1,100,336,6.19
CV1,100,337,6.06
CV1,100,338,6.53
CV1,100,339,5.35
CV1,100,340,6.13
CV1,100,341,5.40
CV1,100,342,6.36
CV1,100,343,6.04
CV1,100,344,6.23
CV1,100,345,5.76
CV1,100,346,6.56
CV1,100,347,6.47
CV1,100,348,6.30
CV1,100,349,6.02
CV1,100,350,6.30
CV1,100,351,5.82
CV1,100,352,6.40
CV1,100,353,6.69
CV1,100,354,6.47
CV1,100,355,5.80
CV1,100,356,6.21
CV1,100,357,5.59
CV1,100,358,6.28
CV1,100,359,6.25
CV1,100,360,5.39
CV1,100,361,5.65
CV1,100,362,5.97
CV1,100,363,5.97
CV1,100,364,5.63
CV1,100,365,6.23
CV1,100,366,6.17
CV1,100,367,6.00
CV1,100,368,5.80
CV1,100,369,6.47
CV1,100,370,6.69
CV1,100,371,5.89
CV1,100,372,5.85
CV1,100,373,6.26
CV1,100,374,5.95
CV1,100,375,6.02
CV1,100,376,6.36
CV1,100,377,5.37
CV1,100,378,6.56
CV1,100,379,6.10
CV1,100,380,5.93
CV1,100,381,6.04
CV1,100,382,6.06
CV1,100,383,5.42
CV1,100,384,6.64
CV1,100,385,6.10
CV1,100,386,6.25
CV1,100,387,3.44
CV1,100,388,3.05
CV1,100,389,3.34
CV1,100,390,3.20
CV1,100,391,3.42
CV1,100,392,2.82
CV1,100,393,3.23
CV1,100,394,3.13
CV1,100,395,3.34
CV1,100,396,3.34
CV1,100,397,3.11
CV1,100,398,3.11
CV1,100,399,3.23
CV1,100,400,3.07
CV1,100,401,3.42
CV1,100,402,3.18
CV1,100,403,2.67
CV1,100,404,3.18
CV1,100,405,3.04
CV1,100,406,2.92
CV1,100,407,3.00
CV1,100,408,3.27
CV1,100,409,3.52
CV1,100,410,3.31
CV1,100,411,3.13
CV1,100,412,3.34
CV1,100,413,3.16
CV1,100,414,3.11
CV1,100,415,3.02
CV1,100,416,2.90
CV1,100,417,3.17
CV1,100,418,3.28
CV1,100,419,3.23
CV1,100,420,3.17
CV1,100,421,3.06
CV1,100,422,3.37
CV1,100,423,2.99
CV1,100,424,3.41
CV1,100,425,3.05
CV1,100,426,3.10
CV1,100,427,2.96
CV1,100,428,3.15
CV1,100,429,3.45
CV1,100,430,3.35
CV1,100,431,3.45
CV1,100,432,3.35
CV1,100,433,3.03
CV1,100,434,3.18
CV1,100,435,3.09
CV1,100,436,3.52
CV1,100,437,3.01
CV1,100,438,3.43
CV1,100,439,3.43
CV1,100,440,3.62
CV1,100,441,3.17
CV1,100,442,3.39
CV1,100,443,3.71
CV1,100,444,3.13
CV1,100,445,2.94
CV1,100,446,2.87
CV1,100,447,3.39
CV1,100,448,2.87
CV1,100,449,3.18
CV1,100,450,3.34
CV1,100,451,3.29
CV1,100,452,3.34
CV1,100,453,3.29
CV1,100,454,3.51
CV1,100,455,3.06
CV1,100,456,3.11
CV1,100,457,3.10
CV1,100,458,3.42
CV1,100,459,3.43
CV1,100,460,3.34
CV1,100,461,3.49
CV1,100,462,3.01
CV1,100,463,3.58
CV1,100,464,3.55
CV1,100,465,3.40
CV1,100,466,3.61
CV1,100,467,2.92
CV1,100,468,3.15
CV1,100,469,3.10
CV1,100,470,3.39
CV1,100,471,3.04
CV1,100,472,3.40
CV1,100,473,3.52
CV1,100,474,3.39
CV1,100,475,3.31
CV1,100,476,3.05
CV1,100,477,3.08
CV1,100,478,3.50
CV1,100,479,3.41
CV1,100,480,3.24
CV1,100,481,3.17
CV1,100,482,2.84
CV1,100,483,3.04
CV1,100,484,3.63
CV1,100,485,2.99
CV1,100,486,3.29
CV1,100,487,3.45
CV1,100,488,3.00
CV1,100,489,3.29
CV1,100,490,3.44
CV1,100,491,3.25
CV1,100,492,3.82
CV1,100,493,2.92
CV1,100,494,3.46
CV1,100,495,3.22
CV1,100,496,3.40
CV1,100,497,3.34
CV1,100,498,3.10
CV1,100,499,3.30
CV1,100,500,2.88
CV1,150,1,3.26
CV1,150,2,3.44
CV1,150,3,3.63
CV1,150,4,3.29
CV1,150,5,3.24
CV1,150,6,2.98
CV1,150,7,3.40
CV1,150,8,3.78
CV1,150,9,3.43
CV1,150,10,3.37
CV1,150,11,3.44
CV1,150,12,3.37
CV1,150,13,3.21
CV1,150,14,3.54
CV1,150,15,3.42
CV1,150,16,3.38
CV1,150,17,3.18
CV1,150,18,3.64
CV1,150,19,3.51
CV1,150,20,3.26
CV1,150,21,3.58
CV1,150,22,3.28
CV1,150,23,3.22
CV1,150,24,3.22
CV1,150,25,3.02
CV1,150,26,3.47
CV1,150,27,3.01
CV1,150,28,3.13
CV1,150,29,2.96
CV1,150,30,3.36
CV1,150,31,3.34
CV1,150,32,3.31
CV1,150,33,3.17
CV1,150,34,3.14
CV1,150,35,3.47
CV1,150,36,3.26
CV1,150,37,3.44
CV1,150,38,3.20
CV1,150,39,3.41
CV1,150,40,3.64
CV1,150,41,3.49
CV1,150,42,3.29
CV1,150,43,3.43
CV1,150,44,3.33
CV1,150,45,3.38
CV1,150,46,3.31
CV1,150,47,3.34
CV1,150,48,3.42
CV1,150,49,3.18
CV1,150,50,3.17
CV1,150,51,3.10
CV1,150,52,3.05
CV1,150,53,3.13
CV1,150,54,3.41
CV1,150,55,3.20
CV1,150,56,3.48
CV1,150,57,3.38
CV1,150,58,2.98
CV1,150,59,3.51
CV1,150,60,3.54
CV1,150,61,3.18
CV1,150,62,3.46
CV1,150,63,3.20
CV1,150,64,3.39
CV1,150,65,3.12
CV1,150,66,3.02
CV1,150,67,3.30
CV1,150,68,3.35
CV1,150,69,3.30
CV1,150,70,3.14
CV1,150,71,3.30
CV1,150,72,3.43
CV1,150,73,3.37
CV1,150,74,3.41
CV1,150,75,3.24
CV1,150,76,3.61
CV1,150,77,3.14
CV1,150,78,3.47
CV1,150,79,3.61
CV1,150,80,3.47
CV1,150,81,3.33
CV1,150,82,3.27
CV1,150,83,3.58
CV1,150,84,3.09
CV1,150,85,3.18
CV1,150,86,3.30
CV1,150,87,3.62
CV1,150,88,3.45
CV1,150,89,3.18
CV1,150,90,3.31
CV1,150,91,3.25
CV1,150,92,3.23
CV1,150,93,3.57
CV1,150,94,3.10
CV1,150,95,3.70
CV1,150,96,3.54
CV1,150,97,3.59
CV1,150,98,3.28
CV1,150,99,3.35
CV1,150,100,3.09
CV1,150,101,3.27
CV1,150,102,3.47
CV1,150,103,3.63
CV1,150,104,3.15
CV1,150,105,3.30
CV1,150,106,3.34
CV1,150,107,3.10
CV1,150,108,3.49
CV1,150,109,3.23
CV1,150,110,3.34
CV1,150,111,3.28
CV1,150,112,3.22
CV1,150,113,3.37
CV1,150,114,3.33
CV1,150,115,3.30
CV1,150,116,3.23
CV1,150,117,3.44
CV1,150,118,3.71
CV1,150,119,3.40
CV1,150,120,3.57
CV1,150,121,3.10
CV1,150,122,3.41
CV1,150,123,3.16
CV1,150,124,3.08
CV1,150,125,3.23
CV1,150,126,3.61
CV1,150,127,3.57
CV1,150,128,3.42
CV1,150,129,3.07
CV1,150,130,3.34
CV1,150,131,3.44
CV1,150,132,3.41
CV1,150,133,3.01
CV1,150,134,3.20
CV1,150,135,3.36
CV1,150,136,3.48
CV1,150,137,2.94
CV1,150,138,3.34
CV1,150,139,3.40
CV1,150,140,3.54
CV1,150,141,3.51
CV1,150,142,3.49
CV1,150,143,3.22
CV1,150,144,2.99
CV1,150,145,3.30
CV1,150,146,3.58
CV1,150,147,3.65
CV1,150,148,3.52
CV1,150,149,3.46
CV1,150,150,3.45
CV1,150,151,3.26
CV1,150,152,3.35
CV1,150,153,3.71
CV1,150,154,3.19
CV1,150,155,3.70
CV1,150,156,3.31
CV1,150,157,3.64
CV1,150,158,3.09
CV1,150,159,3.49
CV1,150,160,3.23
CV1,150,161,3.09
CV1,150,162,3.42
CV1,150,163,3.58
CV1,150,164,3.21
CV1,150,165,3.08
CV1,150,166,3.36
CV1,150,167,3.36
CV1,150,168,3.48
CV1,150,169,3.56
CV1,150,170,3.36
CV1,150,171,3.75
CV1,150,172,3.42
CV1,150,173,3.31
CV1,150,174,3.05
CV1,150,175,3.32
CV1,150,176,3.31
CV1,150,177,3.57
CV1,150,178,3.47
CV1,150,179,3.14
CV1,150,180,3.41
CV1,150,181,3.51
CV1,150,182,3.68
CV1,150,183,3.55
CV1,150,184,3.53
CV1,150,185,3.39
CV1,150,186,3.45
CV1,150,187,3.62
CV1,150,188,3.11
CV1,150,189,3.31
CV1,150,190,3.22
CV1,150,191,3.45
CV1,150,192,3.62
CV1,150,193,3.26
CV1,150,194,2.90
CV1,150,195,3.29
CV1,150,196,3.56
CV1,150,197,3.48
CV1,150,198,3.46
CV1,150,199,3.32
CV1,150,200,3.12
CV1,150,201,3.48
CV1,150,202,3.21
CV1,150,203,3.81
CV1,150,204,3.49
CV1,150,205,3.26
CV1,150,206,3.25
CV1,150,207,3.36
CV1,150,208,3.33
CV1,150,209,3.60
CV1,150,210,3.41
CV1,150,211,3.23
CV1,150,212,3.75
CV1,150,213,3.38
CV1,150,214,3.53
CV1,150,215,3.25
CV1,150,216,3.45
CV1,150,217,3.44
CV1,150,218,3.00
CV1,150,219,3.78
CV1,150,220,3.63
CV1,150,221,3.30
CV1,150,222,3.15
CV1,150,223,3.44
CV1,150,224,3.39
CV1,150,225,3.45
CV1,150,226,3.41
CV1,150,227,3.48
CV1,150,228,3.66
CV1,150,229,3.49
CV1,150,230,3.17
CV1,150,231,3.65
CV1,150,232,3.70
CV1,150,233,4.01
CV1,150,234,3.15
CV1,150,235,3.42
CV1,150,236,2.96
CV1,150,237,3.49
CV1,150,238,3.27
CV1,150,239,3.76
CV1,150,240,3.22
CV1,150,241,3.04
CV1,150,242,3.28
CV1,150,243,2.98
CV1,150,244,3.53
CV1,150,245,2.96
CV1,150,246,3.38
CV1,150,247,2.96
CV1,150,248,3.31
CV1,150,249,3.70
CV1,150,250,3.45
CV1,150,251,3.20
CV1,150,252,3.37
CV1,150,253,3.38
CV1,150,254,3.47
CV1,150,255,3.10
CV1,150,256,3.49
CV1,150,257,2.83
CV1,150,258,3.25
CV1,150,259,3.28
CV1,150,260,3.50
CV1,150,261,3.38
CV1,150,262,3.09
CV1,150,263,3.18
CV1,150,264,3.41
CV1,150,265,3.36
CV1,150,266,3.26
CV1,150,267,3.28
CV1,150,268,3.51
CV1,150,269,3.27
CV1,150,270,3.36
CV1,150,271,3.81
CV1,150,272,3.09
CV1,150,273,3.00
CV1,150,274,3.53
CV1,150,275,3.24
CV1,150,276,3.31
CV1,150,277,3.22
CV1,150,278,3.32
CV1,150,279,3.69
CV1,150,280,3.54
CV1,150,281,3.55
CV1,150,282,3.09
CV1,150,283,3.14
CV1,150,284,2.81
CV1,150,285,3.21
CV1,150,286,3.57
CV1,150,287,3.48
CV1,150,288,3.33
CV1,150,289,3.37
CV1,150,290,3.24
CV1,150,291,3.42
CV1,150,292,3.53
CV1,150,293,3.05
CV1,150,294,3.43
CV1,150,295,3.56
CV1,150,296,3.29
CV1,150,297,3.52
CV1,150,298,3.94
CV1,150,299,3.35
CV1,150,300,3.45
CV1,150,301,3.23
CV1,150,302,3.41
CV1,150,303,3.47
CV1,150,304,3.41
CV1,150,305,3.17
CV1,150,306,3.42
CV1,150,307,3.67
CV1,150,308,3.46
CV1,150,309,3.57
CV1,150,310,3.33
CV1,150,311,3.52
CV1,150,312,3.43
CV1,150,313,3.18
CV1,150,314,3.44
CV1,150,315,3.18
CV1,150,316,3.25
CV1,150,317,3.41
CV1,150,318,3.43
CV1,150,319,3.14
CV1,150,320,3.59
CV1,150,321,3.49
CV1,150,322,3.23
CV1,150,323,3.07
CV1,150,324,3.35
CV1,150,325,3.29
CV1,150,326,3.40
CV1,150,327,3.30
CV1,150,328,2.97
CV1,150,329,3.30
CV1,150,330,3.31
CV1,150,331,3.50
CV1,150,332,3.24
CV1,150,333,3.71
CV1,150,334,2.99
CV1,150,335,3.64
CV1,150,336,3.33
CV1,150,337,3.55
CV1,150,338,3.39
CV1,150,339,3.60
CV1,150,340,3.30
CV1,150,341,3.16
CV1,150,342,3.66
CV1,150,343,3.35
CV1,150,344,3.42
CV1,150,345,3.62
CV1,150,346,3.17
CV1,150,347,3.49
CV1,150,348,3.26
CV1,150,349,3.35
CV1,150,350,3.39
CV1,150,351,3.07
CV1,150,352,3.22
CV1,150,353,3.65
CV1,150,354,3.55
CV1,150,355,3.36
CV1,150,356,3.42
CV1,150,357,3.32
CV1,150,358,3.65
CV1,150,359,3.33
CV1,150,360,3.42
CV1,150,361,3.60
CV1,150,362,3.22
CV1,150,363,3.69
CV1,150,364,3.07
CV1,150,365,3.70
CV1,150,366,3.30
CV1,150,367,3.33
CV1,150,368,3.00
CV1,150,369,3.28
CV1,150,370,3.17
CV1,150,371,3.25
CV1,150,372,3.35
CV1,150,373,3.57
CV1,150,374,3.42
CV1,150,375,3.44
CV1,150,376,3.16
CV1,150,377,3.20
CV1,150,378,3.73
CV1,150,379,3.23
CV1,150,380,3.71
CV1,150,381,3.33
CV1,150,382,3.38
CV1,150,383,3.59
CV1,150,384,3.63
CV1,150,385,3.35
CV1,150,386,3.30
CV1,150,387,3.36
CV1,150,388,3.44
CV1,150,389,3.55
CV1,150,390,3.38
CV1,150,391,3.50
CV1,150,392,3.70
CV1,150,393,3.45
CV1,150,394,3.44
CV1,150,395,3.07
CV1,150,396,2.85
CV1,150,397,3.45
CV1,150,398,3.36
CV1,150,399,3.27
CV1,150,400,3.42
CV1,150,401,3.36
CV1,150,402,3.60
CV1,150,403,3.39
CV1,150,404,3.23
CV1,150,405,3.57
CV1,150,406,3.33
CV1,150,407,3.48
CV1,150,408,3.28
CV1,150,409,3.25
CV1,150,410,3.39
CV1,150,411,3.38
CV1,150,412,3.47
CV1,150,413,3.32
CV1,150,414,3.01
CV1,150,415,3.29
CV1,150,416,3.53
CV1,150,417,3.32
CV1,150,418,3.33
CV1,150,419,3.57
CV1,150,420,3.23
CV1,150,421,3.07
CV1,150,422,3.34
CV1,150,423,3.28
CV1,150,424,3.18
CV1,150,425,3.34
CV1,150,426,3.47
CV1,150,427,3.37
CV1,150,428,3.44
CV1,150,429,3.74
CV1,150,430,3.31
CV1,150,431,3.43
CV1,150,432,3.27
CV1,150,433,3.21
CV1,150,434,3.26
CV1,150,435,3.28
CV1,150,436,3.45
CV1,150,437,3.84
CV1,150,438,3.23
CV1,150,439,3.29
CV1,150,440,3.36
CV1,150,441,3.45
CV1,150,442,3.43
CV1,150,443,3.63
CV1,150,444,2.89
CV1,150,445,2.90
CV1,150,446,3.28
CV1,150,447,3.59
CV1,150,448,3.06
CV1,150,449,2.77
CV1,150,450,3.49
CV1,150,451,3.42
CV1,150,452,3.16
CV1,150,453,3.18
CV1,150,454,3.18
CV1,150,455,3.40
CV1,150,456,3.25
CV1,150,457,3.47
CV1,150,458,2.80
CV1,150,459,3.20
CV1,150,460,3.15
CV1,150,461,3.32
CV1,150,462,3.27
CV1,150,463,3.53
CV1,150,464,3.00
CV1,150,465,3.38
CV1,150,466,3.49
CV1,150,467,3.75
CV1,150,468,3.28
CV1,150,469,3.44
CV1,150,470,3.01
CV1,150,471,2.90
CV1,150,472,3.54
CV1,150,473,3.37
CV1,150,474,3.61
CV1,150,475,3.10
CV1,150,476,3.48
CV1,150,477,3.75
CV1,150,478,3.46
CV1,150,479,3.43
CV1,150,480,3.38
CV1,150,481,3.06
CV1,150,482,3.65
CV1,150,483,3.25
CV1,150,484,3.48
CV1,150,485,3.06
CV1,150,486,3.14
CV1,150,487,3.66
CV1,150,488,3.31
CV1,150,489,3.67
CV1,150,490,3.36
CV1,150,491,3.01
CV1,150,492,3.55
CV1,150,493,3.26
CV1,150,494,3.51
CV1,150,495,3.38
CV1,150,496,3.07
CV1,150,497,3.41
CV1,150,498,3.81
CV1,150,499,3.47
CV1,150,500,3.36
CV1,200,1,3.72
CV1,200,2,3.45
CV1,200,3,3.45
CV1,200,4,3.42
CV1,200,5,3.39
CV1,200,6,3.56
CV1,200,7,3.20
CV1,200,8,3.76
CV1,200,9,3.37
CV1,200,10,3.64
CV1,200,11,3.25
CV1,200,12,3.63
CV1,200,13,3.63
CV1,200,14,3.58
CV1,200,15,3.30
CV1,200,16,3.55
CV1,200,17,3.26
CV1,200,18,3.45
CV1,200,19,3.71
CV1,200,20,3.66
CV1,200,21,3.50
CV1,200,22,3.31
CV1,200,23,3.63
CV1,200,24,3.50
CV1,200,25,3.04
CV1,200,26,3.66
CV1,200,27,3.50
CV1,200,28,3.74
CV1,200,29,3.28
CV1,200,30,2.86
CV1,200,31,3.56
CV1,200,32,3.56
CV1,200,33,3.16
CV1,200,34,3.30
CV1,200,35,4.05
CV1,200,36,3.44
CV1,200,37,3.65
CV1,200,38,3.37
CV1,200,39,3.08
CV1,200,40,3.47
CV1,200,41,3.45
CV1,200,42,3.42
CV1,200,43,3.48
CV1,200,44,3.55
CV1,200,45,3.47
CV1,200,46,3.25
CV1,200,47,3.60
CV1,200,48,3.11
CV1,200,49,3.09
CV1,200,50,3.65
CV1,200,51,3.60
CV1,200,52,3.49
CV1,200,53,3.22
CV1,200,54,3.36
CV1,200,55,3.45
CV1,200,56,3.18
CV1,200,57,3.35
CV1,200,58,3.63
CV1,200,59,3.79
CV1,200,60,3.42
CV1,200,61,3.65
CV1,200,62,3.12
CV1,200,63,3.63
CV1,200,64,3.34
CV1,200,65,3.56
CV1,200,66,3.45
CV1,200,67,3.76
CV1,200,68,3.33
CV1,200,69,3.63
CV1,200,70,3.44
CV1,200,71,3.47
CV1,200,72,3.46
CV1,200,73,3.33
CV1,200,74,3.50
CV1,200,75,3.49
CV1,200,76,3.55
CV1,200,77,3.52
CV1,200,78,3.66
CV1,200,79,3.68
CV1,200,80,3.29
CV1,200,81,3.67
CV1,200,82,3.26
CV1,200,83,3.62
CV1,200,84,3.62
CV1,200,85,3.12
CV1,200,86,3.52
CV1,200,87,3.41
CV1,200,88,3.35
CV1,200,89,3.77
CV1,200,90,3.37
CV1,200,91,3.34
CV1,200,92,3.52
CV1,200,93,3.64
CV1,200,94,3.47
CV1,200,95,3.73
CV1,200,96,3.61
CV1,200,97,3.06
CV1,200,98,3.39
CV1,200,99,3.39
CV1,200,100,3.60
CV1,200,101,2.98
CV1,200,102,4.01
CV1,200,103,3.61
CV1,200,104,3.53
CV1,200,105,3.74
CV1,200,106,3.97
CV1,200,107,3.67
CV1,200,108,3.69
CV1,200,109,3.53
CV1,200,110,3.47
CV1,200,111,3.40
CV1,200,112,3.33
CV1,200,113,3.36
CV1,200,114,3.23
CV1,200,115,3.48
CV1,200,116,3.16
CV1,200,117,3.54
CV1,200,118,3.49
CV1,200,119,3.53
CV1,200,120,3.40
CV1,200,121,4.12
CV1,200,122,3.77
CV1,200,123,3.25
CV1,200,124,3.55
CV1,200,125,3.38
CV1,200,126,3.30
CV1,200,127,3.23
CV1,200,128,3.59
CV1,200,129,3.36
CV1,200,130,3.69
CV1,200,131,3.70
CV1,200,132,3.77
CV1,200,133,3.33
CV1,200,134,3.60
CV1,200,135,3.63
CV1,200,136,3.41
CV1,200,137,3.35
CV1,200,138,3.82
CV1,200,139,3.55
CV1,200,140,3.63
CV1,200,141,3.34
CV1,200,142,3.26
CV1,200,143,3.39
CV1,200,144,3.48
CV1,200,145,3.29
CV1,200,146,3.50
CV1,200,147,3.16
CV1,200,148,3.28
CV1,200,149,3.63
CV1,200,150,3.62
CV1,200,151,3.42
CV1,200,152,3.30
CV1,200,153,3.29
CV1,200,154,3.43
CV1,200,155,3.63
CV1,200,156,3.69
CV1,200,157,3.40
CV1,200,158,3.27
CV1,200,159,3.55
CV1,200,160,3.34
CV1,200,161,3.40
CV1,200,162,3.77
CV1,200,163,3.67
CV1,200,164,3.53
CV1,200,165,3.25
CV1,200,166,3.54
CV1,200,167,3.71
CV1,200,168,3.42
CV1,200,169,3.77
CV1,200,170,3.76
CV1,200,171,3.83
CV1,200,172,3.56
CV1,200,173,3.62
CV1,200,174,3.78
CV1,200,175,3.59
CV1,200,176,3.40
CV1,200,177,3.41
CV1,200,178,3.55
CV1,200,179,3.24
CV1,200,180,3.47
CV1,200,181,3.72
CV1,200,182,3.06
CV1,200,183,3.81
CV1,200,184,3.72
CV1,200,185,3.41
CV1,200,186,3.61
CV1,200,187,3.50
CV1,200,188,3.75
CV1,200,189,3.70
CV1,200,190,3.22
CV1,200,191,3.62
CV1,200,192,3.46
CV1,200,193,3.52
CV1,200,194,3.35
CV1,200,195,3.85
CV1,200,196,3.71
CV1,200,197,3.35
CV1,200,198,3.23
CV1,200,199,3.42
CV1,200,200,3.59
CV1,200,201,3.55
CV1,200,202,3.75
CV1,200,203,3.66
CV1,200,204,3.69
CV1,200,205,3.57
CV1,200,206,3.22
CV1,200,207,3.46
CV1,200,208,3.71
CV1,200,209,3.49
CV1,200,210,3.60
CV1,200,211,3.44
CV1,200,212,3.29
CV1,200,213,3.48
CV1,200,214,3.56
CV1,200,215,3.37
CV1,200,216,3.45
CV1,200,217,3.31
CV1,200,218,3.72
CV1,200,219,3.44
CV1,200,220,3.79
CV1,200,221,3.81
CV1,200,222,3.48
CV1,200,223,3.30
CV1,200,224,3.08
CV1,200,225,3.21
CV1,200,226,3.23
CV1,200,227,3.78
CV1,200,228,3.52
CV1,200,229,3.58
CV1,200,230,3.06
CV1,200,231,3.26
CV1,200,232,3.68
CV1,200,233,3.56
CV1,200,234,3.47
CV1,200,235,3.61
CV1,200,236,3.83
CV1,200,237,3.46
CV1,200,238,3.51
CV1,200,239,3.54
CV1,200,240,3.98
CV1,200,241,3.08
CV1,200,242,3.64
CV1,200,243,3.48
CV1,200,244,3.61
CV1,200,245,3.37
CV1,200,246,3.49
CV1,200,247,3.64
CV1,200,248,4.12
CV1,200,249,3.66
CV1,200,250,3.33
CV1,200,251,3.42
CV1,200,252,3.41
CV1,200,253,3.14
CV1,200,254,3.43
CV1,200,255,3.65
CV1,200,256,3.25
CV1,200,257,3.71
CV1,200,258,3.60
CV1,200,259,3.35
CV1,200,260,3.47
CV1,200,261,3.82
CV1,200,262,3.65
CV1,200,263,3.50
CV1,200,264,3.45
CV1,200,265,3.52
CV1,200,266,3.40
CV1,200,267,3.08
CV1,200,268,3.91
CV1,200,269,3.53
CV1,200,270,3.58
CV1,200,271,3.49
CV1,200,272,3.35
CV1,200,273,3.46
CV1,200,274,3.18
CV1,200,275,3.96
CV1,200,276,3.25
CV1,200,277,3.29
CV1,200,278,3.41
CV1,200,279,3.76
CV1,200,280,3.50
CV1,200,281,3.25
CV1,200,282,3.75
CV1,200,283,3.65
CV1,200,284,3.61
CV1,200,285,3.64
CV1,200,286,3.98
CV1,200,287,3.94
CV1,200,288,3.36
CV1,200,289,3.82
CV1,200,290,3.58
CV1,200,291,3.60
CV1,200,292,3.16
CV1,200,293,3.47
CV1,200,294,3.34
CV1,200,295,3.67
CV1,200,296,3.71
CV1,200,297,3.09
CV1,200,298,3.50
CV1,200,299,3.72
CV1,200,300,3.46
CV1,200,301,3.65
CV1,200,302,3.57
CV1,200,303,3.57
CV1,200,304,3.45
CV1,200,305,3.26
CV1,200,306,3.28
CV1,200,307,3.64
CV1,200,308,3.50
CV1,200,309,3.47
CV1,200,310,3.42
CV1,200,311,3.44
CV1,200,312,3.71
CV1,200,313,3.43
CV1,200,314,3.23
CV1,200,315,3.65
CV1,200,316,3.46
CV1,200,317,3.51
CV1,200,318,3.82
CV1,200,319,3.50
CV1,200,320,3.56
CV1,200,321,3.26
CV1,200,322,3.46
CV1,200,323,3.62
CV1,200,324,3.19
CV1,200,325,3.54
CV1,200,326,3.52
