Genotype,Length_mm,Width_mm,Area_mm_2,GW_mg
cv1,5.56,2.59,10.69,22.81
cv1,5.53,3.1,12.78,28.89
cv1,6.49,3.61,17.92,45.12
cv1,5.91,3.4,15.84,38.34
cv1,6.98,3.93,20.89,55.23
cv1,5.24,3,11.56,25.31
cv1,6.47,3.35,16.13,39.27
cv1,6.28,3.47,16.16,39.36
cv1,6.9,3.13,16.71,41.13
cv1,6.84,3.99,21.32,56.75
cv1,6.1,3.58,15.84,38.34
cv1,5.86,3.01,13.09,29.8
cv1,5.49,2.2,8.9,17.91
cv1,3.69,1.72,4.57,7.43
cv1,5.53,3.24,13.75,31.81
cv1,6.28,3.94,19.39,50.07
cv1,5.24,2.89,11.34,24.67
cv1,7.07,4.01,21.76,58.31
cv1,6.61,3.7,19.18,49.35
cv1,6.16,3.83,18.16,45.92
cv1,4.81,2.84,10.46,22.18
cv1,6.76,3.92,20.46,53.75
cv1,6.14,3.78,17.21,42.78
cv1,5.56,2.95,12.47,27.97
cv1,6.42,3.9,18.75,47.91
cv1,6.9,3.79,19.98,52.1
cv1,6.84,3.95,20.43,53.66
cv1,6.02,3.25,14.55,34.26
cv1,4.52,2.69,9.35,19.12
cv1,6.02,3.15,14.42,33.88
cv1,6.69,4.25,21.73,58.19
cv1,6.82,3.76,19.59,50.76
cv1,5.78,4.04,17.74,44.53
cv1,7.5,4.05,22.59,61.27
cv1,5.78,3.67,15.78,38.14
cv1,6.32,3.81,18.66,47.61
cv1,6.28,3.3,15.46,37.13
cv1,6.41,3.48,17.45,43.57
cv1,6.84,4.28,22.6,61.3
cv1,6.55,3.99,20.22,52.93
cv1,5.78,4.05,17.12,42.49
cv1,6.9,3.69,19.4,50.1
cv1,6.75,3.88,20.54,54.03
cv1,6.71,3.55,18.26,46.24
cv1,6.1,3.6,17.44,43.54
cv1,6.32,3.59,17.32,43.13
cv1,6.03,3.49,16.73,41.22
cv1,6.08,3.6,17.21,42.78
cv1,5.72,2.96,12.57,28.26
cv1,5.98,3.89,17.78,44.65
cv1,6.53,3.87,19.52,50.52
cv1,6.04,3.27,15.73,38
cv1,6.69,4.01,20.43,53.66
cv1,6.2,3.31,15.27,36.54
cv1,6.46,3.68,18.4,46.72
cv1,5.24,2.89,11.24,24.36
cv1,5.78,2.76,12.23,27.24
cv1,6.53,3.44,17.1,42.41
cv1,6.34,4.33,19.21,49.47
cv1,6.38,3.42,17.21,42.78
cv1,6.33,4.22,19.7,51.13
cv1,5.39,2.78,11.24,24.36
cv1,6.72,3.88,20.28,53.14
cv1,6.31,3.62,17.75,44.56
cv1,5.95,3.86,17.64,44.18
cv1,6.33,3.92,18.49,47.04
cv1,5.6,3.03,13.05,29.69
cv1,6.65,4.26,22.09,59.47
cv1,6.26,3.54,17.02,42.14
cv1,6.2,3.54,16.62,40.85
cv1,4.41,2.53,8.48,16.81
cv1,5.61,3.24,13.47,30.97
cv1,6.62,3.84,19.47,50.34
cv1,6.99,3.85,21.09,55.94
cv1,5.56,2.95,12.76,28.82
cv1,6.92,3.99,20.77,54.83
cv1,6.5,3.83,17.51,43.77
cv1,5.75,3.09,13.66,31.54
cv1,6.55,3.72,18.49,47.01
cv1,6.17,3.45,16.67,41.02
cv1,6.02,3.24,14.77,34.95
cv1,7.07,4,22.32,60.29
cv1,6.26,3.27,14.77,34.95
cv1,6.63,3.07,16.13,39.27
cv1,6.73,3.86,19.57,50.7
cv1,6.7,3.54,18.45,46.9
cv1,6.12,2.88,12.4,27.76
cv1,6.39,3.65,18.53,47.16
cv1,6.79,4.46,22.19,59.82
cv1,6.44,3.69,17.88,45
cv1,6.97,3.9,19.99,52.13
cv1,6.07,3.45,16.18,39.45
cv1,6.82,3.94,20.81,54.98
cv1,7.03,3.84,20.53,54
cv1,6.57,3.6,18.61,47.43
cv1,4.7,2.58,9.35,19.12
cv1,5.86,3.24,14.86,35.23
cv1,6.37,3.72,18.04,45.53
cv1,5.72,3.21,13.86,32.16
cv1,6.04,3.42,15.49,37.24
cv1,6.19,3.32,15.72,37.97
cv1,6.55,3.47,17.8,44.74
cv1,6.34,3.71,17.95,45.24
cv1,6.49,4.13,18.97,48.66
cv1,6.85,4.01,20.89,55.26
cv1,6.87,4.08,21.84,58.59
cv1,5.84,3.36,14.88,35.31
cv1,6.37,3.61,17.52,43.8
cv1,5.75,3.29,14.75,34.9
cv1,5.54,3.2,12.96,29.42
cv1,5.83,3.2,14.57,34.35
cv1,6.78,3.83,20.07,52.41
cv1,6.06,3.35,16.07,39.08
cv1,5.72,3.3,14.28,33.44
cv1,6.36,3.68,18.51,47.1
cv1,6.1,3.45,15.48,37.21
cv1,6.87,4.3,23,62.74
cv1,6.28,3.42,16.56,40.67
cv1,6.42,3.58,17.32,43.13
cv1,7.05,3.69,19.89,51.8
cv1,5.8,3.22,14.06,32.76
cv1,6.02,3.5,15.93,38.62
cv1,5.14,2.6,10.33,21.81
cv1,6.14,3.58,17.14,42.55
cv1,6.34,3.54,18.09,45.68
cv1,6.87,3.71,19.58,50.73
cv1,6.16,3.29,15.54,37.38
cv1,6.61,3.71,18.89,48.39
cv1,5.56,3.25,13.92,32.32
cv1,6.26,3.45,16.75,41.28
cv1,6.26,3.57,17.31,43.1
cv1,5.36,2.91,11.93,26.39
cv1,6.26,3.53,17.45,43.57
cv1,5.91,3.13,14.09,32.87
cv1,5.5,2.98,12.46,27.92
cv1,6.49,3.68,18.03,45.48
cv1,6.99,3.78,20.86,55.14
cv1,6.29,4.41,20.83,55.05
cv1,5.57,3.33,13.96,32.46
cv1,5.69,2.94,12.63,28.42
cv1,6.3,3.75,18.88,48.36
cv1,6.29,3.53,17.2,42.75
cv1,5.44,2.99,12.36,27.63
cv1,5.75,3.52,15.45,37.1
cv1,5.93,3.63,15.56,37.46
cv1,5.65,3.09,13.22,30.2
cv1,6.87,3.77,20.39,53.51
cv1,6.05,3.4,15.42,37.01
cv1,6.43,3.54,16.9,41.77
cv1,6.57,3.72,19.24,49.56
cv1,6.33,3.43,16.32,39.87
cv1,6.28,3.34,16.14,39.3
cv1,6.09,3.37,15.62,37.63
cv1,6.36,3.38,16.19,39.47
cv1,6.55,3.54,18.02,45.45
cv1,6.44,3.57,17.34,43.19
cv1,6.94,3.7,20.16,52.71
cv1,6.46,3.58,17.94,45.18
cv1,6.63,3.78,19.19,49.38
cv1,4.99,2.62,9.79,20.32
cv1,6.26,3.07,13.73,31.75
cv1,6.28,3.5,17.34,43.22
cv1,5.27,2.74,10.95,23.56
cv1,5.78,3.1,14.01,32.59
cv1,6.15,3.96,17.49,43.71
cv1,5.47,2.79,11.64,25.54
cv1,6.04,3.46,16.08,39.1
cv1,5.66,3.13,13.31,30.46
cv1,6.36,3.51,16.9,41.77
cv1,5.98,3.26,15.03,35.79
cv1,6.79,3.68,19.8,51.46
cv1,5.39,2.84,11.31,24.59
cv1,6.29,3.78,18.23,46.15
cv1,6.43,3.6,18.14,45.86
cv1,5.48,3.19,12.95,29.4
cv1,5.91,3.29,14.87,35.29
cv1,6.72,3.65,19.06,48.96
cv1,6.57,4.08,20.64,54.37
cv1,5.77,3.37,14.28,33.44
cv1,6.87,3.85,20.65,54.4
cv1,6.13,3.6,16.22,39.56
cv1,6.2,3.93,18.43,46.84
cv1,5.93,2.82,12.87,29.16
cv1,7.12,3.97,21.96,59
cv1,6.26,3.79,18.26,46.27
cv1,5.68,3.04,13.25,30.3
cv1,6.07,3.27,15.24,36.43
cv1,5.96,3.16,14.45,33.96
cv1,5.64,3.13,13.44,30.87
cv1,6.42,3.45,17.05,42.26
cv1,6.73,3.9,20.78,54.86
cv1,6.44,3.96,19.32,49.83
cv1,6.65,4.02,20.19,52.83
cv1,6.13,3.52,16.28,39.76
cv1,7,4.2,22.41,60.61
cv1,6.05,3.25,15.04,35.81
cv1,6.03,3.24,15.12,36.06
cv1,6.43,3.83,19.44,50.25
cv1,6.24,3.54,17.02,42.14
cv1,5.47,2.78,11.81,26.03
cv1,4.58,2.34,7.93,15.39
cv1,6.13,4.34,19.34,49.89
cv1,6.83,4.12,21.86,58.66
cv1,6.63,3.93,20.73,54.68
cv1,6.25,3.75,18.17,45.95
cv1,6.76,3.99,21.2,56.35
cv1,6.55,3.9,20.4,53.54
cv1,5.98,3.46,16.3,39.82
cv1,6.92,3.72,19.6,50.8
cv1,6.87,3.87,21.39,57
cv1,6.57,3.37,16.79,41.42
cv1,6.13,3.39,16.25,39.67
cv1,6.79,3.87,20.68,54.52
cv1,5.06,2.71,10.28,21.67
cv1,6.76,3.7,19.08,49.02
cv1,5.98,3.31,15.25,36.45
cv1,6.8,3.83,20.01,52.19
cv1,6.87,4.1,21.86,58.66
cv1,6.43,3.44,16.65,40.96
cv1,5.73,3.19,13.71,31.67
cv1,6.5,3.61,18.18,45.98
cv1,6.39,3.52,16.88,41.71
cv1,6.8,4.19,20.87,55.17
cv1,6.62,3.65,18.68,47.67
cv1,6.03,3.46,15.87,38.42
cv1,7.01,4.12,22.51,60.99
cv1,6.05,3.29,15.41,36.99
cv1,6.5,3.52,16.56,40.65
cv1,6.67,4.36,21.75,58.28
cv1,5.91,3.27,14.41,33.85
cv1,6.63,3.81,19.44,50.25
cv1,6.55,3.87,19.92,51.89
cv1,6.92,3.96,21.87,58.69
cv1,6.32,3.55,17.5,43.74
cv1,5.96,3.26,15.1,35.98
cv1,5.82,3.18,14.3,33.49
cv1,6.68,3.89,19.89,51.8
cv1,5.42,3.24,13.36,30.62
cv1,6.56,3.74,18.8,48.06
cv1,6.42,3.47,16.74,41.25
cv1,5.56,3.02,12.78,28.89
cv1,6.73,3.58,18.58,47.34
cv1,6.32,3.91,19.19,49.38
cv1,6.13,3.95,18.11,45.74
cv1,6.32,3.58,17.17,42.64
cv1,6.3,3.76,18.78,48
cv1,6.53,3.8,19.24,49.56
cv1,6.08,3.2,14.95,35.54
cv1,6.45,4.45,21.11,56.01
cv1,6.8,3.74,19.78,51.4
cv1,7.11,4.04,22.36,60.45
cv1,6.65,3.99,20.99,55.6
cv1,5.65,3.16,13.68,31.59
cv1,6.52,3.79,18.94,48.54
cv1,6.01,3.66,16.74,41.25
cv1,6.24,3.51,16.55,40.62
cv1,6.76,3.85,19.74,51.28
cv1,6.32,3.5,16.87,41.65
cv1,5.93,3.47,15.58,37.52
cv1,6.24,3.69,17.69,44.36
cv1,6.07,3.58,16.55,40.62
cv1,6.34,3.63,18.49,47.04
cv1,6.97,4.15,22.08,59.44
cv1,6.58,3.61,18.64,47.52
cv1,6.72,3.84,20.41,53.57
cv1,6.87,3.96,20.81,54.98
cv1,6.55,3.87,18.92,48.48
cv1,6.31,3.96,19.5,50.46
cv1,6.31,3.53,16.78,41.36
cv1,5.56,3.57,14.86,35.23
cv1,6.55,3.73,19.25,49.59
cv1,6.26,3.67,17.81,44.77
cv1,5.93,3.25,14.71,34.76
cv1,6.02,3.14,14.36,33.69
cv1,6.2,3.93,18.79,48.03
cv1,6.76,3.78,20.05,52.35
cv1,6.94,3.63,18.73,47.85
cv1,6.78,3.31,17.34,43.22
cv1,6.76,3.71,19.21,49.47
cv1,6.87,3.89,20.95,55.45
cv1,6.19,3.67,17.84,44.86
cv1,6.24,3.77,18.15,45.89
cv1,6.29,3.76,17.81,44.77
cv1,6.26,3.43,16.55,40.62
cv1,5.8,3.23,14.33,33.6
cv1,5.47,2.91,11.92,26.33
cv1,6.2,3.76,18.19,46.04
cv1,6.87,3.85,21.03,55.73
cv1,6.65,4.02,20.33,53.29
cv1,6.21,3.53,17.21,42.78
cv1,4.7,2.58,9.21,18.74
cv1,6.65,3.95,19.34,49.92
cv1,6.32,3.83,18.82,48.15
cv1,4.88,3.58,12.5,28.05
cv1,5.68,3.15,13.65,31.51
cv1,6.49,3.69,17.94,45.18
cv1,5.48,2.82,11.45,24.97
cv1,6.71,3.83,19.85,51.64
cv1,5.93,3.32,14.85,35.2
cv1,6.21,3.49,16.15,39.33
cv1,6.53,3.92,20.5,53.88
cv1,6.98,3.88,20.78,54.86
cv1,6.53,3.82,18.95,48.57
cv1,5.53,3.13,13.35,30.6
cv1,6.38,3.6,17.72,44.45
cv1,5.8,3.3,14.53,34.21
cv1,5.99,3.11,14.22,33.25
cv1,5.91,3.24,14.98,35.62
cv1,6.33,4.14,19.45,50.28
cv1,6.7,3.53,18.88,48.36
cv1,5.87,3.13,13.57,31.27
cv1,6.55,4.19,20.43,53.66
cv1,6.98,4.33,22.93,62.48
cv1,6.06,3.54,16.87,41.68
cv1,5.34,2.68,10.49,22.26
cv1,6.3,3.42,16.57,40.7
cv1,6.98,3.77,20.53,54
cv1,5.36,3.11,12.55,28.21
cv1,6.82,3.55,18,45.39
cv1,6.84,3.67,18.96,48.6
cv1,6.73,3.28,16.18,39.45
cv1,5.84,3.77,16.67,41.02
cv1,5.96,3.14,14.08,32.81
cv1,6.28,3.37,16.46,40.33
cv1,6.31,3.35,15.52,37.32
cv1,6.39,3.86,18.18,46.01
cv1,6.26,3.72,18.44,46.87
cv1,6.8,3.67,19.65,50.98
cv1,6.98,3.9,20.96,55.51
cv1,6.11,3.71,16.33,39.9
cv1,6.38,3.76,18.26,46.24
cv1,6.72,3.58,17.83,44.83
cv1,5.91,3.65,16.56,40.67
cv1,6.44,3.91,19.67,51.04
cv1,6.76,4.12,21.97,59.06
cv1,6.01,3.62,16.51,40.5
cv1,6.57,3.81,19.4,50.1
cv1,6.46,4.23,20.29,53.17
cv1,6.54,3.81,19.95,51.98
cv1,6.39,3.82,18.47,46.96
cv1,6.31,4.12,19.82,51.55
cv1,6.32,3.65,17.51,43.77
cv1,6.57,3.65,17.59,44.04
cv1,6.8,3.88,20.5,53.91
cv1,6.82,4.15,21.66,57.94
cv1,6.92,4.05,21.66,57.94
cv1,6.5,3.39,16.87,41.68
cv1,6.97,4.1,22.53,61.05
cv1,7.22,3.81,20.95,55.45
cv1,7.05,4,22.16,59.73
cv1,6.31,3.41,16.49,40.45
cv1,5.91,4.02,17.23,42.84
cv1,6.73,3.88,19.87,51.71
cv1,6.65,4.07,19.9,51.83
cv1,5.61,3.47,14.33,33.6
cv1,6.07,4.08,18.96,48.6
cv1,6.59,4.42,21.37,56.94
cv1,5.84,3.81,17.1,42.43
cv1,6.64,3.55,17.61,44.09
cv1,5.98,3.21,14.78,34.98
cv1,6.57,3.68,18.68,47.67
cv1,6.65,3.41,16.22,39.56
cv1,6.87,3.54,18.4,46.72
cv1,5.96,3.3,14.7,34.73
cv1,5.86,3.16,14.15,33.03
cv1,6.87,3.87,20.27,53.11
cv1,6.79,4.12,21.14,56.13
cv1,6.83,3.92,20.47,53.78
cv1,6.28,3.44,16.76,41.31
cv1,6.83,4.22,21.66,57.97
cv1,7.13,3.82,19.97,52.07
cv1,5.94,3.54,15.95,38.68
cv1,5.85,3.72,16.73,41.22
cv1,6.39,4.25,20.96,55.48
cv1,6.6,3.05,15.62,37.63
cv1,6.99,3.84,20.81,54.95
cv1,6.79,3.65,19.67,51.04
cv1,6.8,3.41,17.87,44.95
cv1,5.83,3.41,15.58,37.52
cv1,7.02,4.01,20.93,55.39
cv1,7.12,3.73,20.14,52.65
cv1,6.75,3.65,19.42,50.16
cv1,6.49,3.63,17.79,44.68
cv1,6.87,3.76,19.74,51.28
cv1,6.82,3.92,21.27,56.6
cv1,6.38,3.79,18.57,47.31
cv1,6.52,3.64,18.84,48.21
cv1,6.16,3.79,16.94,41.88
cv1,6.69,3.72,19.67,51.04
cv1,6.89,4.14,22.85,62.19
cv1,6.72,4.19,21.13,56.1
cv1,7.35,3.97,22.89,62.32
cv1,5.81,3.17,13.79,31.94
cv1,6.85,4.11,22.12,59.57
cv1,6.52,3.91,19.96,52.01
cv1,6.57,3.72,18.74,47.88
cv1,6.33,4.14,19.77,51.37
cv1,6.84,3.99,21.31,56.72
cv1,6.92,3.9,20.9,55.29
cv1,6.14,3.44,15.93,38.62
cv1,6.63,3.73,19.45,50.28
cv1,7,4.11,22.79,61.97
cv1,6.59,3.67,17.66,44.27
cv1,6.74,4.03,21.41,57.06
cv1,6.84,3.51,18.18,46.01
cv1,6.11,3.63,17.46,43.6
cv1,6.87,3.73,19.86,51.68
cv1,6.79,4.3,22.45,60.77
cv1,6.95,3.71,19.68,51.07
cv1,7.09,3.89,21.51,57.44
cv1,6.83,3.68,20.01,52.19
cv1,6.76,3.61,16.46,40.33
cv1,6.62,4.11,20.37,53.45
cv1,6.65,3.81,20.04,52.28
cv1,5.46,3.5,13.93,32.35
cv1,6.44,3.15,15.02,35.76
cv1,6.82,3.76,20.1,52.5
cv1,6.8,3.74,19.76,51.34
cv1,6.47,3.95,19.83,51.58
cv1,5.98,4.28,18.85,48.24
cv1,6.76,3.59,18.8,48.09
cv1,6.63,3.6,18.38,46.66
cv1,5.95,3.38,15.44,37.07
cv1,6.14,3.38,16.64,40.9
cv1,6.79,4.15,21.9,58.81
cv1,5.75,3.41,15.22,36.37
cv1,7.04,4,22.09,59.47
cv1,6.98,3.9,21.23,56.44
cv1,6.54,3.71,17.72,44.48
cv1,6.63,3.94,20.53,54
cv1,5.4,3.14,12.75,28.79
cv1,5.89,3.41,16,38.85
cv1,5.65,3.35,14.66,34.62
cv1,6.95,4.03,21.93,58.91
cv1,6.1,3.49,16.83,41.54
cv1,5.72,3.17,13.95,32.43
cv1,6.11,3.52,16.45,40.3
cv1,5.62,3.11,13.51,31.08
cv1,6.55,3.57,17.64,44.21
cv1,6.42,3.95,19.76,51.34
cv1,6.79,3.71,19.12,49.17
cv1,6.64,4,21.06,55.85
cv1,6.95,4.27,22.71,61.69
cv1,6.65,3.58,18.96,48.63
cv1,6.36,3.69,18.05,45.56
cv1,7.07,4.41,23.28,63.76
cv1,6.67,3.97,20.78,54.86
cv1,6.24,3.37,16.1,39.19
cv1,6.79,4.04,20.75,54.77
cv1,6.5,3.69,18.53,47.16
cv1,6.2,3.42,16.69,41.08
cv1,5.83,3.44,15.27,36.54
cv1,6.38,3.73,17.87,44.95
cv1,6.8,3.93,20.13,52.62
cv1,6.17,3.48,16.37,40.04
cv1,5.72,3.21,13.68,31.59
cv1,6.67,3.68,19.31,49.8
cv1,6.91,3.5,18.73,47.82
cv1,6.72,4.13,21.89,58.78
cv1,5.61,3.05,13.1,29.85
cv1,6.45,3.84,19.88,51.74
cv1,6.08,3.44,16.31,39.84
cv1,6.54,3.5,17.37,43.31
cv1,6.61,4.11,21.31,56.72
cv1,6.26,3.5,16.98,42.03
cv1,6.45,4.07,20.35,53.39
cv1,5.89,3.05,13.51,31.08
cv1,6.76,3.74,19.79,51.43
cv1,5.89,3.21,14.14,33
cv1,6.4,3.75,18.81,48.12
cv1,5.72,2.99,12.49,28.03
cv1,6.67,3.51,17.88,44.97
cv1,6.5,4.67,22.43,60.7
cv1,6.13,3.51,17.01,42.12
cv1,6.87,3.77,20.37,53.45
cv1,6.64,3.83,19.35,49.95
cv1,6.92,4.01,22.19,59.82
cv1,6.75,3.71,19.12,49.17
cv1,7.06,4.35,23.34,63.95
cv1,6.33,3.83,18.74,47.88
cv1,6.39,3.56,17.44,43.54
cv1,6.85,3.96,21.52,57.47
cv1,6.07,3.62,16.56,40.65
cv1,6.68,3.95,20.09,52.47
cv1,6.16,3.39,16.32,39.87
cv1,6.62,3.8,18.72,47.79
cv1,6.29,3.54,17.12,42.49
cv1,5.25,2.85,11.09,23.96
cv1,6.76,3.91,20.45,53.72
cv1,6.42,4.04,20.27,53.08
cv1,5.3,2.92,11.78,25.92
cv1,6.14,3.43,16.31,39.84
cv1,6.08,3.55,17.24,42.87
cv1,5.43,2.93,11.81,26.03
cv1,6.78,3.31,16.65,40.96
cv1,6.87,3.94,21.48,57.31
cv1,6.55,3.82,18.5,47.07
cv1,6.43,3.7,18.35,46.57
cv1,5.65,3.72,16.33,39.93
cv1,6.72,3.71,19.37,50.01
cv1,6.94,3.84,20.59,54.21
cv1,5.95,3.43,15.57,37.49
cv1,6.53,3.87,19.5,50.43
cv1,6.67,3.75,18.86,48.27
cv1,6.34,3.68,18.21,46.1
cv1,6.16,3.68,17.66,44.27
cv1,6.91,3.67,19.46,50.31
cv1,6.33,3.9,18.77,47.97
cv1,6.55,3.59,18.18,45.98
cv1,6.64,3.74,18.74,47.88
cv1,6.36,3.54,17.18,42.7
cv1,5.84,3.14,14.16,33.06
cv1,6.64,3.85,20.04,52.28
cv1,6.26,3.8,18.42,46.78
cv1,6.68,3.9,20.48,53.81
cv1,6.57,4.16,19.64,50.92
cv1,6.37,3.87,19.18,49.35
cv1,6.67,3.97,19.88,51.77
cv1,6.41,4,19.13,49.2
cv1,6.24,3.47,16.67,41.02
cv1,6.97,3.76,20.8,54.92
cv1,6.7,3.6,18.87,48.3
cv1,6.31,3.58,17.63,44.15
cv1,6.62,3.51,17.88,45
cv1,6.82,3.89,21.03,55.73
cv1,6.73,4.09,21.03,55.73
cv1,7.05,4.1,22.66,61.53
cv1,6.73,3.66,19.19,49.38
cv1,5.99,3.41,15.7,37.89
cv1,6.21,3.44,16.25,39.64
cv1,6.79,3.85,20.27,53.08
cv1,6.87,4.13,21.88,58.72
cv1,6.17,3.88,18.31,46.42
cv1,6.42,3.55,17.06,42.29
cv1,6.34,4.12,19.08,49.02
cv1,6.7,4.44,21.57,57.62
cv1,6.2,3.96,18.56,47.25
cv1,6.53,3.88,20.19,52.83
cv1,5.27,2.67,10.71,22.88
cv1,5.53,3.15,13.58,31.3
cv1,6.57,3.64,18.65,47.55
cv1,6.07,3.51,16.82,41.51
cv1,6.45,3.58,17.8,44.71
cv1,6.19,3.41,16.01,38.88
cv1,6.44,3.45,16.79,41.39
cv1,6.47,3.52,18.06,45.59
cv1,6.31,3.38,16.32,39.87
cv1,6.39,4.12,19.59,50.76
cv1,6.41,3.48,17.48,43.66
cv1,6.2,3.82,18.24,46.18
cv1,6.69,3.84,20.37,53.45
cv1,7.04,3.8,21.02,55.7
cv1,6.34,3.83,19.1,49.08
cv1,6.65,3.55,18.26,46.24
cv1,6.44,3.88,18.43,46.84
cv1,5.67,3.13,13.74,31.78
cv1,6.17,3.94,18.18,46.01
cv1,6.11,4.08,19.34,49.92
cv1,5.65,3.05,13.26,30.33
cv1,6.09,3.89,18.11,45.77
cv1,6.72,4.02,20.81,54.95
cv1,6.05,3.55,16.76,41.31
cv1,6.69,4.1,21.39,57
cv1,6.62,4.48,21.27,56.56
cv1,6.68,3.89,20.49,53.85
cv1,5.7,3.03,12.88,29.19
cv1,6.53,3.72,18.95,48.57
cv1,6.9,3.98,21.61,57.78
cv1,6.53,3.77,19.42,50.19
cv1,6.92,3.84,20.25,53.02
cv1,6.61,3.54,18.33,46.48
cv1,6.29,3.35,16.64,40.93
cv1,6.55,3.7,18.38,46.66
cv1,6.65,3.89,20.57,54.12
cv1,5.27,2.67,10.69,22.81
cv1,6.09,3.36,15.36,36.82
cv1,5.25,2.98,11.69,25.67
cv1,6.97,3.81,20.14,52.65
cv1,5.95,3.15,14.46,33.99
cv1,6.55,3.98,19.95,51.98
cv1,6.62,3.17,15.66,37.77
cv1,6.69,4.01,20.31,53.23
cv1,5.72,3.33,14.74,34.87
cv1,6.53,3.49,16.87,41.68
cv1,6.91,3.76,20.35,53.39
cv1,6.73,3.97,20.2,52.86
cv1,6.37,4.04,20.14,52.65
cv1,6.4,4.02,19.34,49.89
cv1,6.93,3.61,19.97,52.07
cv1,6.32,3.59,17.4,43.39
cv1,6.34,3.59,16.54,40.59
cv1,6.61,3.73,18.85,48.24
cv1,6.63,3.54,17.96,45.27
cv1,6.36,3.34,16.71,41.13
cv1,6.69,3.66,19.19,49.38
cv1,6.69,4.15,21.37,56.94
cv1,6.55,3.45,17.64,44.21
cv1,6.36,3.77,18.47,46.96
cv1,6.01,3.38,15.89,38.51
cv1,5.81,3.82,16.51,40.5
cv1,6.11,4.1,18.6,47.4
cv1,5.83,3.27,14.56,34.29
cv1,5.65,3.05,13.02,29.61
cv1,6.64,3.82,19.96,52.04
cv1,6.16,3.75,17.59,44.04
cv1,6.44,3.66,17.98,45.33
cv1,6.97,3.92,21.29,56.66
cv1,5.56,3.07,12.86,29.11
cv1,6.58,3.71,19.05,48.93
cv1,6.65,3.74,19.87,51.71
cv1,6.42,3.81,18.88,48.36
cv1,6.53,3.95,20.4,53.54
cv1,6.33,3.99,19.42,50.16
cv1,6.14,3.63,16.22,39.56
cv1,6.69,3.81,19.73,51.25
cv1,6.44,4.01,20.13,52.62
cv1,6.92,4,21.11,56.01
cv1,5.36,2.78,11.11,24.01
cv1,6.39,3.49,17,42.09
cv1,6.26,3.49,16.33,39.9
cv1,6.87,3.9,20.45,53.72
cv1,6.92,3.83,20.41,53.57
cv1,6.55,3.51,17.69,44.36
cv1,6.69,4.15,21.74,58.25
cv1,5.4,2.94,11.62,25.49
cv1,5.72,2.91,12.43,27.84
cv1,6.39,3.72,18.53,47.16
cv1,6.49,3.59,17.73,44.5
cv1,6.62,3.52,17.03,42.17
cv1,6.75,4.03,21.33,56.78
cv1,6.15,3.6,16.74,41.25
cv1,6.36,4.06,19.32,49.83
cv1,6.06,4.12,19.08,49.02
cv1,6.44,3.17,14.98,35.62
cv1,6.69,4,21.14,56.13
cv1,6.82,3.8,20.2,52.86
cv1,6.28,3.24,15.65,37.75
cv1,5.82,3.1,13.98,32.51
cv1,6.48,3.68,18.62,47.46
cv1,6.67,3.86,20.1,52.5
cv1,6.55,3.85,19.89,51.8
cv1,6.09,3.8,17.13,42.52
cv1,6.52,3.9,20.01,52.19
cv1,6.06,3.61,16.47,40.36
cv1,6.68,3.73,19.2,49.44
cv1,6.31,4.09,19.09,49.05
cv1,6.36,4.02,19.69,51.1
cv1,6.63,3.61,18.94,48.54
cv1,6.49,3.51,17.79,44.68
cv1,5.95,3.25,14.65,34.59
cv1,6.57,3.76,19.17,49.32
cv1,5.56,3.23,13.88,32.21
cv1,5.78,3.76,16.21,39.53
cv1,6.56,3.71,18.11,45.74
cv1,5.55,3.29,13.52,31.11
cv1,7,3.87,21.29,56.66
cv1,6.19,3.24,14.98,35.62
cv1,6.64,3.31,15.67,37.8
cv1,6.55,4.11,20.42,53.6
cv1,6.39,3.49,17.57,43.98
cv1,6.73,3.53,17.94,45.18
cv1,4.84,2.47,8.93,18
cv1,6.16,3.69,17.04,42.23
cv1,6.57,3.94,20.2,52.86
cv1,6.28,3.72,17.78,44.65
cv1,6.58,3.91,20.49,53.85
cv1,6.38,3.45,16.49,40.42
cv1,6.57,4.44,21.53,57.5
cv1,6.46,3.89,19,48.75
cv1,5.98,3.22,14.49,34.1
cv1,6.61,3.91,19.77,51.37
cv1,6.63,4.09,21.16,56.19
cv1,6.68,3.95,19.85,51.64
cv1,6.5,3.73,19.05,48.93
cv1,6.01,3.59,16.38,40.07
cv1,7.03,4.12,22.59,61.24
cv1,6.2,3.84,18.38,46.66
cv1,6.92,3.48,17.81,44.77
cv1,6.55,3.88,19.46,50.31
cv1,6.04,3.18,14.71,34.76
cv1,6.2,3.72,18.46,46.93
cv1,6.87,3.65,19.88,51.77
cv1,6.17,3.4,16.22,39.56
cv1,6.28,3.33,16.33,39.93
cv1,5.59,3,12.5,28.05
cv1,6.2,3.63,17.95,45.21
cv1,6.06,3.4,15.88,38.48
cv1,6.24,2.66,12.23,27.24
cv1,6.55,3.89,20.33,53.29
cv1,6.3,3.63,18.17,45.95
cv1,6.7,3.39,17.71,44.42
cv1,5.65,2.32,9.76,20.22
cv1,6.45,3.53,17.49,43.69
cv1,6.82,3.99,21.12,56.04
cv1,4.97,2.61,9.75,20.2
cv1,5.59,3.24,14.16,33.06
cv1,6.57,3.91,19.02,48.81
cv1,6.67,3.82,20.61,54.28
cv1,6.69,4.18,21.99,59.13
cv1,6.7,3.74,20.15,52.68
cv1,6.5,3.79,17.95,45.21
