genotype,thinning,area,tolerance
cv2,control,14.01,1
cv2,control,15.33,0
cv2,control,15.71,1
cv2,control,9.4,0
cv2,control,20.09,1
cv2,control,15.76,1
cv2,control,11.85,0
cv2,control,16.64,1
cv2,control,16.39,0
cv2,control,16.47,0
cv2,control,19.36,1
cv2,control,13.68,1
cv2,control,9.27,0
cv2,control,19.31,1
cv2,control,9.64,0
cv2,control,11.85,0
cv2,control,15.35,1
cv2,control,16.46,1
cv2,control,10.04,0
cv2,control,12.39,0
cv2,control,12.7,0
cv2,control,13.22,1
cv2,control,16.66,0
cv2,control,18.24,1
cv2,control,9,0
cv2,control,8.05,0
cv2,control,10.27,0
cv2,control,11.53,0
cv2,control,14.79,0
cv2,control,9.37,0
cv2,control,20.05,1
cv2,control,18.16,1
cv2,control,9.96,0
cv2,control,7.97,0
cv2,control,17.91,1
cv2,control,7.76,0
cv2,control,10.25,0
cv2,control,11.33,1
cv2,control,12.19,1
cv2,control,13.41,0
cv2,control,16.21,1
cv2,control,14.01,0
cv2,control,11.55,1
cv2,control,14.71,1
cv2,control,14.01,0
cv2,control,15.26,1
cv2,control,18.62,1
cv2,control,12.99,0
cv2,control,7.86,0
cv2,control,13.46,0
cv2,control,11.43,0
cv2,control,16.09,0
cv2,control,16.39,1
cv2,control,14.64,1
cv2,control,14.98,1
cv2,control,17.49,1
cv2,control,12.69,0
cv2,control,18.72,1
cv2,control,18.66,1
cv2,control,17.4,1
cv2,control,20.01,1
cv2,control,13.5,0
cv2,control,11.49,0
cv2,control,12.18,1
cv2,control,15.45,1
cv2,control,17.18,1
cv2,control,16.41,1
cv2,control,16.24,1
cv2,control,21.4,1
cv2,control,17.59,1
cv2,control,18.18,1
cv2,control,9.16,0
cv2,control,9.61,1
cv2,control,7.68,0
cv2,control,15.56,1
cv2,control,18.11,1
cv2,control,17.05,1
cv2,control,15.32,1
cv2,control,11.15,0
cv2,control,16.54,1
cv2,control,13.01,0
cv2,control,15.62,0
cv2,control,19.97,1
cv2,control,19.22,1
cv2,control,10.62,0
cv2,control,12.44,0
cv2,control,19.11,1
cv2,control,14.37,1
cv2,control,15.91,1
cv2,control,14.94,1
cv2,control,15.08,0
cv2,control,10.35,1
cv2,control,16.49,1
cv2,control,15.75,1
cv2,control,14.68,1
cv2,control,11.72,1
cv2,control,19.17,1
cv2,control,19.05,1
cv2,control,19.01,1
cv2,control,19.32,1
cv2,control,15.03,1
cv2,control,18.87,1
cv2,control,18.89,1
cv2,control,7.8,0
cv2,control,14.74,0
cv2,control,14.85,1
cv2,control,15.1,1
cv2,control,16.32,1
cv2,control,13.86,1
cv2,control,11.7,0
cv2,control,15.32,0
cv2,control,17.93,0
cv2,control,13.37,1
cv2,control,18.7,1
cv2,control,15.07,1
cv2,control,18.1,1
cv2,control,19.19,1
cv2,control,14.3,1
cv2,control,19.87,1
cv2,control,16.23,1
cv2,control,18.09,1
cv2,control,15.79,1
cv2,control,18.81,1
cv2,control,12.66,0
cv2,control,15.64,0
cv2,control,17.46,0
cv2,control,16.38,1
cv2,control,13.86,0
cv2,control,18.82,0
cv2,control,14.78,0
cv2,control,17.74,1
cv2,control,17.4,0
cv2,control,17.34,1
cv2,control,16.76,1
cv2,control,12.7,1
cv2,control,15.02,1
cv2,control,15.29,0
cv2,control,18.12,0
cv2,control,8.89,0
cv2,control,14.71,1
cv2,control,17.57,1
cv2,control,16.39,0
cv2,control,15.17,1
cv2,control,18.26,0
cv2,control,20.66,1
cv2,control,15.38,0
cv2,control,9.27,0
cv2,control,16.54,0
cv2,control,16.97,1
cv2,control,17.65,1
cv2,control,19.44,1
cv2,control,17.89,1
cv2,control,19.33,0
cv2,control,15.23,1
cv2,control,21.47,1
cv2,control,16.36,1
cv2,control,20.89,1
cv2,control,14.6,1
cv2,control,17.94,1
cv2,control,13.83,0
cv2,control,21.21,1
cv2,control,17.55,1
cv2,control,16.71,0
cv2,control,19.14,1
cv2,control,15.36,0
cv2,control,17.61,1
cv2,control,16.06,1
cv2,control,13.17,0
cv2,control,11.16,0
cv2,control,14.18,0
cv2,control,9.87,0
cv2,control,16.61,1
cv2,control,6.46,0
cv2,control,15.16,1
cv2,control,14.38,0
cv2,control,17.9,0
cv2,control,19.03,1
cv2,control,15.88,0
cv2,control,10.43,0
cv2,control,10.74,0
cv2,control,17.44,0
cv2,control,20.49,1
cv2,control,6.68,0
cv2,control,16.31,1
cv2,control,14.17,1
cv2,control,11.62,0
cv2,control,16.95,1
cv2,control,7.89,0
cv2,control,13.91,0
cv2,control,19.26,1
cv2,control,13.62,0
cv2,control,16.2,1
cv2,control,19.23,1
cv2,control,13.64,1
cv2,control,15.4,1
cv2,control,21.14,1
cv2,control,19.46,1
cv2,control,16,0
cv2,control,18.57,1
cv2,control,17.63,1
cv2,control,8.06,0
cv2,control,15.43,0
cv2,control,17.9,1
cv2,control,14.08,1
cv2,control,18.54,0
cv2,control,16.25,1
cv2,control,20.29,1
cv2,control,8.03,0
cv2,control,13.17,0
cv2,control,21.29,1
cv2,control,15.63,1
cv2,control,15.43,0
cv2,control,10.07,0
cv2,control,15.35,1
cv2,control,20.02,1
cv2,control,14.76,0
cv2,control,11.72,0
cv2,control,9.55,0
cv2,control,14.43,0
cv2,control,20.58,1
cv2,control,18.33,1
cv2,control,20.18,1
cv2,control,17.26,1
cv2,control,14.87,1
cv2,control,16.59,0
cv2,control,17.9,1
cv2,manipulation,20.83,1
cv2,manipulation,20.04,1
cv2,manipulation,17.34,1
cv2,manipulation,13.93,0
cv2,manipulation,21.04,1
cv2,manipulation,20.89,1
cv2,manipulation,19.1,1
cv2,manipulation,15.91,1
cv2,manipulation,11.3,0
cv2,manipulation,20.89,1
cv2,manipulation,21.06,1
cv2,manipulation,9.09,0
cv2,manipulation,19.65,0
cv2,manipulation,18.74,1
cv2,manipulation,15.31,0
cv2,manipulation,22.47,1
cv2,manipulation,20.71,1
cv2,manipulation,16.85,1
cv2,manipulation,12.94,0
cv2,manipulation,18.95,1
cv2,manipulation,6.25,0
cv2,manipulation,19.23,1
cv2,manipulation,17.65,1
cv2,manipulation,19.81,1
cv2,manipulation,22.64,1
cv2,manipulation,20.36,1
cv2,manipulation,9.21,1
cv2,manipulation,17.94,1
cv2,manipulation,10.39,1
cv2,manipulation,13.86,1
cv2,manipulation,12.68,1
cv2,manipulation,20.43,1
cv2,manipulation,17.88,1
cv2,manipulation,17.52,1
cv2,manipulation,15.94,1
cv2,manipulation,19.11,1
cv2,manipulation,17.01,1
cv2,manipulation,15.02,0
cv2,manipulation,14.65,0
cv2,manipulation,21.96,1
cv2,manipulation,13.59,0
cv2,manipulation,22.12,1
cv2,manipulation,20.76,1
cv2,manipulation,15.83,0
cv2,manipulation,16.45,0
cv2,manipulation,12.51,0
cv2,manipulation,16.97,1
cv2,manipulation,11.08,0
cv2,manipulation,18.96,1
cv2,manipulation,11.72,1
cv2,manipulation,11.23,0
cv2,manipulation,16.18,0
cv2,manipulation,5.95,0
cv2,manipulation,18.38,0
cv2,manipulation,15.98,1
cv2,manipulation,5.92,1
cv2,manipulation,19.42,1
cv2,manipulation,18.31,1
cv2,manipulation,15.72,1
cv2,manipulation,16.61,1
cv2,manipulation,8.34,1
cv2,manipulation,19.45,1
cv2,manipulation,10.76,1
cv2,manipulation,19.48,1
cv2,manipulation,19.66,1
cv2,manipulation,16.62,1
cv2,manipulation,19.01,1
cv2,manipulation,18.42,1
cv2,manipulation,17.07,1
cv2,manipulation,17.17,1
cv2,manipulation,19.55,1
cv2,manipulation,20.19,1
cv2,manipulation,16.47,0
cv2,manipulation,23.82,1
cv2,manipulation,10.25,0
cv2,manipulation,11.31,0
cv2,manipulation,9.57,1
cv2,manipulation,14.54,0
cv2,manipulation,13.52,1
cv2,manipulation,18.73,1
cv2,manipulation,14.95,1
cv2,manipulation,13.69,0
cv2,manipulation,11.22,0
cv2,manipulation,7.2,0
cv2,manipulation,12.73,0
cv2,manipulation,20.29,0
cv2,manipulation,20.5,1
cv2,manipulation,11.57,1
cv2,manipulation,19.65,1
cv2,manipulation,16.56,0
cv2,manipulation,19.57,1
cv2,manipulation,18.48,0
cv2,manipulation,17.19,1
cv2,manipulation,15.2,1
cv2,manipulation,18.05,1
cv2,manipulation,20.72,1
cv2,manipulation,20.73,1
cv2,manipulation,16.12,1
cv2,manipulation,12.51,0
cv2,manipulation,18,0
cv2,manipulation,21.28,1
cv2,manipulation,20.69,1
cv2,manipulation,9.23,0
cv2,manipulation,10.84,0
cv2,manipulation,12.27,0
cv2,manipulation,17.76,1
cv2,manipulation,17.85,1
cv2,manipulation,14.1,1
cv2,manipulation,22.21,1
cv2,manipulation,19.86,1
cv2,manipulation,19.19,1
cv2,manipulation,14.95,0
cv2,manipulation,17.56,1
cv2,manipulation,13.33,0
cv2,manipulation,19.69,1
cv2,manipulation,17.15,0
cv2,manipulation,20.99,1
cv2,manipulation,21.79,1
cv2,manipulation,17.26,1
cv2,manipulation,18.62,1
cv2,manipulation,17.27,1
cv2,manipulation,21.5,1
cv2,manipulation,12.96,0
cv2,manipulation,12.92,1
cv2,manipulation,17.47,1
cv2,manipulation,22.3,1
cv2,manipulation,5.76,0
cv2,manipulation,21.85,1
cv2,manipulation,10.92,0
cv2,manipulation,12.15,0
cv2,manipulation,22.19,1
cv2,manipulation,19.19,1
cv2,manipulation,20.43,1
cv2,manipulation,13.97,0
cv2,manipulation,22.24,0
cv2,manipulation,22.92,1
cv2,manipulation,18.89,1
cv2,manipulation,14.1,1
cv2,manipulation,16.95,1
cv2,manipulation,19.16,1
cv2,manipulation,13.41,0
cv2,manipulation,19.19,1
cv2,manipulation,15.67,0
cv2,manipulation,19.34,1
cv2,manipulation,14.92,0
cv2,manipulation,19.73,1
cv2,manipulation,11.28,0
cv2,manipulation,17.45,1
cv2,manipulation,19.83,1
cv2,manipulation,18.93,1
cv2,manipulation,21.55,1
cv2,manipulation,20.98,1
cv2,manipulation,15.33,0
cv2,manipulation,18.03,0
cv2,manipulation,17.28,1
cv2,manipulation,21.27,1
cv2,manipulation,20.17,1
cv2,manipulation,20.98,1
cv2,manipulation,10.61,0
cv2,manipulation,13.68,0
cv2,manipulation,18.94,1
cv2,manipulation,12.01,0
cv2,manipulation,11.88,0
cv2,manipulation,21.81,1
cv2,manipulation,19.25,0
cv2,manipulation,17.45,0
cv2,manipulation,11.65,1
cv2,manipulation,11.42,0
cv2,manipulation,19.32,1
cv2,manipulation,9.56,0
cv2,manipulation,22.09,1
cv2,manipulation,15.22,1
cv2,manipulation,22.83,1
cv2,manipulation,19.87,1
cv2,manipulation,15.91,1
cv2,manipulation,14.99,0
cv2,manipulation,13.55,0
cv2,manipulation,15.52,0
cv2,manipulation,18.91,1
cv2,manipulation,20.89,1
cv2,manipulation,13.78,1
cv2,manipulation,20.02,1
cv2,manipulation,19.19,0
cv2,manipulation,18.11,0
cv2,manipulation,15.52,0
cv2,manipulation,20.12,1
cv2,manipulation,20.71,1
cv2,manipulation,20.02,1
cv2,manipulation,14.66,0
cv2,manipulation,12.09,1
cv2,manipulation,13.78,0
cv2,manipulation,13.43,1
cv2,manipulation,18.8,1
cv2,manipulation,20.77,1
cv2,manipulation,18.73,1
cv2,manipulation,17.86,1
cv2,manipulation,18.18,1
cv2,manipulation,16.16,0
cv2,manipulation,21.09,1
cv2,manipulation,8.46,0
cv2,manipulation,13.38,0
cv2,manipulation,16.3,1
cv2,manipulation,17.16,1
cv2,manipulation,19.97,0
cv2,manipulation,13.77,0
cv2,manipulation,14.66,1
cv2,manipulation,21.64,1
cv2,manipulation,21.93,1
cv2,manipulation,14.79,0
cv2,manipulation,20.43,1
cv2,manipulation,19.77,1
cv2,manipulation,22.22,1
cv2,manipulation,15.01,0
cv2,manipulation,10.06,0
cv2,manipulation,21.49,1
cv2,manipulation,18.36,1
cv2,manipulation,17.14,0
cv2,manipulation,21.53,1
cv2,manipulation,18.26,1
cv2,manipulation,12.96,0
cv2,manipulation,21.01,1
cv2,manipulation,20.11,0
cv2,manipulation,14.61,0
cv2,manipulation,12.88,0
cv2,manipulation,14.71,0
cv2,manipulation,14.23,1
cv2,manipulation,18.6,1
cv2,manipulation,15.2,0
cv2,manipulation,18.27,1
cv2,manipulation,19.18,1
cv2,manipulation,19.38,1
cv2,manipulation,20.19,1
cv2,manipulation,20.54,0
cv2,manipulation,17.05,1
cv2,manipulation,20.33,1
cv2,manipulation,17.95,1
cv2,manipulation,13.55,0
cv2,manipulation,15.4,1
cv2,manipulation,14.74,0
cv2,manipulation,17.32,1
cv2,manipulation,19.02,1
cv2,manipulation,13.45,0
cv2,manipulation,7.4,0
cv2,manipulation,14.77,0
cv2,manipulation,14.7,1
cv2,manipulation,24.53,1
cv2,manipulation,11.26,0
cv2,manipulation,10.83,0
cv2,manipulation,18.73,0
cv2,manipulation,17.64,0
cv2,manipulation,16.5,1
cv2,manipulation,19.42,1
cv2,manipulation,11.87,0
cv2,manipulation,14.17,0
cv2,manipulation,25.32,1
cv2,manipulation,14.78,0
cv2,manipulation,21.59,1
cv2,manipulation,20.84,1
cv2,manipulation,17.1,1
cv2,manipulation,12.22,0
cv2,manipulation,14.76,1
cv2,manipulation,10.32,0
cv2,manipulation,16.2,1
cv2,manipulation,15.07,1
cv2,manipulation,19.33,1
cv2,manipulation,12.2,1
cv2,manipulation,12.22,0
cv2,manipulation,14.41,1
cv2,manipulation,9.25,0
cv2,manipulation,15.56,0
cv2,manipulation,20.8,1
cv2,manipulation,20.09,1
cv2,manipulation,21.71,1
cv2,manipulation,8.37,0
cv2,manipulation,22.54,1
cv2,manipulation,14.73,0
cv2,manipulation,14.68,0
cv2,manipulation,16.47,1
cv2,manipulation,13.44,0
cv2,manipulation,20.47,1
cv2,manipulation,16.43,1
cv2,manipulation,18.17,1
cv2,manipulation,19.52,1
cv2,manipulation,18.13,1
cv2,manipulation,17.78,0
cv2,manipulation,12.68,0
cv2,manipulation,11.11,0
cv2,manipulation,19.17,1
cv2,manipulation,9.93,0
cv2,manipulation,20.38,1
cv2,manipulation,11.7,0
cv2,manipulation,10.54,0
cv2,manipulation,20.61,1
cv2,manipulation,20.13,1
cv2,manipulation,11.59,0
cv2,manipulation,15.76,0
cv2,manipulation,18.22,1
cv2,manipulation,16.54,0
cv2,manipulation,20.9,1
cv2,manipulation,16.29,0
cv2,manipulation,17.95,0
cv2,manipulation,11.99,0
cv2,manipulation,20.51,1
cv2,manipulation,15.53,0
cv2,manipulation,16.38,1
cv2,manipulation,12.35,0
cv2,manipulation,11.91,0
cv2,manipulation,11.88,0
cv2,manipulation,18.71,1
cv2,manipulation,23.94,1
cv2,manipulation,6.41,0
cv2,manipulation,13.12,0
cv2,manipulation,11.34,0
cv2,manipulation,12.38,0
cv2,manipulation,10.94,0
cv2,manipulation,12.63,0
cv2,manipulation,20.23,1
cv2,manipulation,23.9,1
cv2,manipulation,13.37,0
cv2,manipulation,5.23,0
cv2,manipulation,18.96,0
cv2,manipulation,17.12,1
cv2,manipulation,8.2,0
cv2,manipulation,13.92,1
cv2,manipulation,22.54,1
cv2,manipulation,17.25,1
cv2,manipulation,10.85,0
cv2,manipulation,13.03,0
cv2,manipulation,8.2,0
cv2,manipulation,19.68,1
cv2,manipulation,9.62,0
cv2,manipulation,9,0
cv2,manipulation,17.02,1
cv2,manipulation,21.81,1
cv2,manipulation,18.44,1
cv2,manipulation,17.01,1
cv2,manipulation,14.76,0
cv2,manipulation,8.23,0
cv2,manipulation,15.48,0
cv2,manipulation,13,1
cv2,manipulation,16.44,1
cv2,manipulation,6.97,0
cv2,manipulation,11.62,1
cv2,manipulation,13.44,0
cv2,manipulation,19.01,1
cv2,manipulation,20.87,1
cv2,manipulation,13.76,0
cv2,manipulation,14.76,0
cv2,manipulation,16,1
cv2,manipulation,17.1,0
cv2,manipulation,20.83,1
cv2,manipulation,22.08,1
cv2,manipulation,13.27,0
cv2,manipulation,20.24,1
cv2,manipulation,18.47,1
cv2,manipulation,15.11,0
cv2,manipulation,17.95,1
cv2,manipulation,18.59,0
cv2,manipulation,12.32,0
cv2,manipulation,20.35,1
cv2,manipulation,18.47,0
cv2,manipulation,8.54,0
cv2,manipulation,18.26,1
cv2,manipulation,15.24,1
cv2,manipulation,14.12,0
cv2,manipulation,20.83,1
cv2,manipulation,19.28,1
cv2,manipulation,11.29,1
cv2,manipulation,13.57,0
cv2,manipulation,10.83,0
cv2,manipulation,13.94,0
cv2,manipulation,15.85,1
cv2,manipulation,15.83,0
cv2,manipulation,17.14,1
cv2,manipulation,16.65,0
cv2,manipulation,21.75,1
cv2,manipulation,14.49,0
cv2,manipulation,18.15,1
cv2,manipulation,19.4,0
cv2,manipulation,20.37,1
cv2,manipulation,17.83,0
cv2,manipulation,18.1,1
cv2,manipulation,16.76,1
cv2,manipulation,14.84,1
cv2,manipulation,15.55,1
cv2,manipulation,19.58,1
cv2,manipulation,11.47,0
cv2,manipulation,21.19,1
cv2,manipulation,15.26,1
cv2,manipulation,20.48,1
cv2,manipulation,21.38,1
cv2,manipulation,17.16,1
cv2,manipulation,8.02,0
cv2,manipulation,9.65,0
cv2,manipulation,15.84,1
cv2,manipulation,12.92,1
cv2,manipulation,16.63,0
cv2,manipulation,10.84,0
cv2,manipulation,13.8,0
cv2,manipulation,13.63,0
cv2,manipulation,10.54,0
cv2,manipulation,14.31,1
cv2,manipulation,18.81,1
cv2,manipulation,12.99,1
cv2,manipulation,18.4,1
cv2,manipulation,19.2,1
cv2,manipulation,16.41,1
cv2,manipulation,13.24,1
cv2,manipulation,21.73,1
cv2,manipulation,14.21,0
cv2,manipulation,15.56,1
cv2,manipulation,16.52,1
cv2,manipulation,13.15,1
cv2,manipulation,17.14,1
cv2,manipulation,10.33,0
cv2,manipulation,17.94,1
cv2,manipulation,18.97,1
cv2,manipulation,12.16,1
cv2,manipulation,14.33,1
cv2,manipulation,9.61,0
cv2,manipulation,3.23,0
cv2,manipulation,17.44,0
cv2,manipulation,10.93,0
cv2,manipulation,17.42,1
cv2,manipulation,14.55,1
cv2,manipulation,16.28,1
cv2,manipulation,14.03,0
cv2,manipulation,15.97,1
cv2,manipulation,18.06,1
cv2,manipulation,9.54,0
cv2,manipulation,9.25,0
cv2,manipulation,13.4,1
cv2,manipulation,17.86,1
cv2,manipulation,7.13,0
cv2,manipulation,17.19,1
cv2,manipulation,14.85,0
cv2,manipulation,11.77,0
cv2,manipulation,13.31,0
cv2,manipulation,12.65,0
cv2,manipulation,14.64,1
cv2,manipulation,12.6,1
cv2,manipulation,13.04,1
cv2,manipulation,20.25,1
cv2,manipulation,5.45,0
cv2,manipulation,18.49,1
cv2,manipulation,13.35,0
cv2,manipulation,17.06,1
cv2,manipulation,12.37,1
cv2,manipulation,6.83,0
cv2,manipulation,12.32,0
cv2,manipulation,9.08,0
cv2,manipulation,18.84,1
cv2,manipulation,17.07,1
cv2,manipulation,9.77,0
cv2,manipulation,8.53,0
cv2,manipulation,17.88,1
cv2,manipulation,11.08,1
cv2,manipulation,15.14,0
cv2,manipulation,21.38,1
cv2,manipulation,9.61,0
cv2,manipulation,13.1,1
cv2,manipulation,22.66,1
cv2,manipulation,9.95,0
cv2,manipulation,9.77,1
cv2,manipulation,13.82,1
cv2,manipulation,11.46,1
cv2,manipulation,16.9,0
cv2,manipulation,9.33,1
cv2,manipulation,10.76,0
cv2,manipulation,5.88,0
cv2,manipulation,13.07,0
cv2,manipulation,22.35,1
cv2,manipulation,17.86,1
cv2,manipulation,19.74,1
cv2,manipulation,17.73,1
cv2,manipulation,11.92,1
cv2,manipulation,9.81,0
cv2,manipulation,22.16,1
cv2,manipulation,18.42,1
cv2,manipulation,8.18,1
cv2,manipulation,9.54,0
cv2,manipulation,11.59,1
cv2,manipulation,5.75,0
cv2,manipulation,13.71,0
cv2,manipulation,7.86,0
cv2,manipulation,11,0
cv2,manipulation,16.73,1
cv2,manipulation,8.51,1
cv2,manipulation,20.74,1
cv2,manipulation,11.7,1
cv2,manipulation,16.12,1
cv2,manipulation,18.96,0
cv2,manipulation,18.25,1
cv2,manipulation,6.37,1
cv2,manipulation,16.66,1
cv2,manipulation,18.8,1
cv2,manipulation,14.81,1
cv2,manipulation,18.39,1
cv2,manipulation,18.94,1
cv2,manipulation,10.84,0
cv2,manipulation,16.21,1
cv2,manipulation,19.45,1
cv2,manipulation,20.77,1
cv2,manipulation,20.48,1
cv2,manipulation,19.46,1
cv2,manipulation,13.53,0
cv2,manipulation,13.44,1
cv2,manipulation,19.5,1
cv2,manipulation,14.75,1
cv2,manipulation,5.24,0
cv2,manipulation,18.65,1
cv2,manipulation,14.1,1
cv2,manipulation,11.32,0
cv2,manipulation,18.09,1
cv2,manipulation,12.47,1
cv2,manipulation,20.66,1
cv2,manipulation,16.82,1
cv2,manipulation,12.32,1
cv2,manipulation,13.4,1
cv2,manipulation,11.46,1
cv2,manipulation,13.25,1
cv2,manipulation,13.58,1
cv2,manipulation,9.96,0
cv2,manipulation,13.22,1
cv2,manipulation,18.75,1
cv2,manipulation,9.74,0
cv2,manipulation,19.57,1
cv2,manipulation,6.06,0
cv2,manipulation,11.73,0
cv2,manipulation,6.94,0
cv2,manipulation,20.5,1
cv2,manipulation,17.16,0
cv2,manipulation,10.07,0
cv2,manipulation,21.88,1
cv2,manipulation,17.62,0
cv2,manipulation,12.52,0
cv2,manipulation,14.23,0
cv2,manipulation,15.64,1
cv2,manipulation,20.96,0
cv2,manipulation,13.39,0
cv2,manipulation,13.26,1
cv2,manipulation,16.95,1
cv2,manipulation,7.36,0
cv2,manipulation,12.95,1
cv2,manipulation,19.11,0
cv2,manipulation,18.36,0
cv2,manipulation,14.67,1
cv2,manipulation,14.89,1
cv2,manipulation,10.44,0
cv2,manipulation,18.65,0
cv2,manipulation,17.24,0
cv2,manipulation,19.78,1
cv2,manipulation,22.89,1
cv2,manipulation,17.87,1
cv2,manipulation,12.15,1
cv2,manipulation,10.68,0
cv2,manipulation,13.16,1
cv2,manipulation,9.37,0
cv2,manipulation,13.18,1
cv2,manipulation,13.73,1
cv2,manipulation,19.9,1
cv2,manipulation,19.49,1
cv2,manipulation,20.35,1
cv2,manipulation,17.02,1
cv2,manipulation,18.65,1
cv2,manipulation,10.81,1
cv2,manipulation,12.49,1
cv2,manipulation,10.69,0
cv2,manipulation,20.32,1
cv2,manipulation,13.79,1
cv2,manipulation,18.37,1
cv2,manipulation,19.94,1
cv2,manipulation,15.06,0
cv2,manipulation,18.28,0
cv2,manipulation,22.29,1
cv2,manipulation,8.52,0
cv2,manipulation,18.74,1
cv2,manipulation,20.69,1
cv2,manipulation,11.1,1
cv2,manipulation,16.86,0
cv2,manipulation,14.77,0
cv2,manipulation,13.47,0
cv2,manipulation,20.44,1
cv2,manipulation,16.55,1
cv2,manipulation,10,0
cv2,manipulation,20.58,1
cv2,manipulation,14.94,0
cv2,manipulation,15.01,1
cv2,manipulation,23.2,1
cv2,manipulation,20.26,1
cv2,manipulation,12.16,0
cv2,manipulation,12.37,0
cv2,manipulation,14.84,0
cv2,manipulation,17.78,0
cv2,manipulation,19.73,1
cv2,manipulation,12.38,0
cv2,manipulation,15.1,1
cv2,manipulation,8.53,0
cv2,manipulation,18.17,1
cv2,manipulation,15.11,0
cv2,manipulation,15.44,1
cv2,manipulation,13.28,0
cv2,manipulation,16.95,1
cv2,manipulation,14.57,1
cv2,manipulation,12.72,0
cv2,manipulation,23.45,1
cv2,manipulation,19.24,1
cv2,manipulation,12.8,1
cv2,manipulation,9.66,0
cv2,manipulation,14.63,0
cv2,manipulation,12.82,0
cv2,manipulation,15.68,1
cv2,manipulation,15.33,1
cv2,manipulation,9.96,0
cv2,manipulation,20.76,1
cv2,manipulation,20.58,1
cv2,manipulation,10.46,1
cv2,manipulation,18.95,1
cv2,manipulation,21.92,1
cv2,manipulation,22.95,1
